[2026-03-14T18:30:45.267+0000] {taskinstance.py:1125} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: dag_mlops_full_pipeline.get_api_data manual__2026-03-14T18:30:43.699328+00:00 [queued]>
[2026-03-14T18:30:45.270+0000] {taskinstance.py:1125} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: dag_mlops_full_pipeline.get_api_data manual__2026-03-14T18:30:43.699328+00:00 [queued]>
[2026-03-14T18:30:45.270+0000] {taskinstance.py:1331} INFO - Starting attempt 1 of 1
[2026-03-14T18:30:45.275+0000] {taskinstance.py:1350} INFO - Executing <Task(PythonOperator): get_api_data> on 2026-03-14 18:30:43.699328+00:00
[2026-03-14T18:30:45.277+0000] {standard_task_runner.py:57} INFO - Started process 86 to run task
[2026-03-14T18:30:45.279+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'dag_mlops_full_pipeline', 'get_api_data', 'manual__2026-03-14T18:30:43.699328+00:00', '--job-id', '42', '--raw', '--subdir', 'DAGS_FOLDER/dag2.py', '--cfg-path', '/tmp/tmpzfdq2hc0']
[2026-03-14T18:30:45.357+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2335', '273', '23', '175', '82', '474', '151', '239', '223', '618', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.357+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2181', '344', '33', '270', '0', '807', '138', '171', '160', '742', 'Cache', 'C4703', '5']
[2026-03-14T18:30:45.357+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2334', '5', '24', '240', '90', '1398', '182', '186', '134', '541', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.357+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2797', '90', '15', '365', '54', '1697', '242', '214', '98', '560', 'Commanche', 'C7755', '1']
[2026-03-14T18:30:45.358+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3285', '356', '4', '95', '6', '3900', '214', '233', '157', '3861', 'Rawah', 'C8771', '6']
[2026-03-14T18:30:45.358+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2400', '324', '25', '240', '128', '503', '151', '205', '190', '600', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.358+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3187', '32', '39', '450', '191', '570', '181', '129', '54', '1999', 'Rawah', 'C7746', '6']
[2026-03-14T18:30:45.358+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2957', '141', '14', '335', '56', '469', '240', '236', '123', '830', 'Commanche', 'C7756', '4']
[2026-03-14T18:30:45.358+0000] {logging_mixin.py:149} INFO - Insertando fila: ['1932', '65', '37', '60', '20', '95', '225', '140', '0', '481', 'Cache', 'C2702', '2']
[2026-03-14T18:30:45.358+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2971', '307', '17', '330', '40', '1934', '172', '228', '196', '1530', 'Commanche', 'C7755', '1']
[2026-03-14T18:30:45.358+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2918', '32', '12', '424', '82', '2486', '217', '214', '130', '1354', 'Commanche', 'C7755', '0']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2922', '342', '25', '285', '94', '930', '161', '194', '166', '1891', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2724', '37', '23', '351', '156', '1231', '213', '184', '97', '849', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2905', '325', '9', '218', '46', '916', '197', '230', '172', '2160', 'Commanche', 'C7790', '1']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2879', '125', '21', '210', '79', '212', '249', '221', '89', '1092', 'Rawah', 'C7746', '1']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2972', '280', '4', '306', '78', '1637', '208', '240', '170', '1321', 'Commanche', 'C7755', '1']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2386', '311', '19', '30', '9', '1170', '166', '223', '196', '994', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2312', '51', '25', '67', '28', '993', '223', '179', '77', '759', 'Cache', 'C2717', '2']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2940', '149', '1', '85', '1', '1332', '221', '238', '154', '497', 'Commanche', 'C7202', '1']
[2026-03-14T18:30:45.359+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2861', '300', '13', '124', '49', '2010', '183', '234', '191', '1104', 'Commanche', 'C7202', '0']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2128', '263', '35', '190', '75', '433', '115', '232', '242', '552', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2844', '319', '18', '618', '270', '1451', '171', '220', '189', '1015', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2890', '305', '15', '60', '20', '2012', '176', '230', '194', '1019', 'Commanche', 'C7757', '4']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2729', '76', '9', '190', '44', '1722', '232', '223', '124', '268', 'Commanche', 'C7755', '0']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2774', '342', '17', '306', '19', '976', '184', '213', '167', '1110', 'Commanche', 'C7755', '1']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2232', '334', '36', '175', '106', '872', '116', '168', '177', '430', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2127', '36', '29', '301', '63', '424', '204', '163', '78', '992', 'Cache', 'C2702', '5']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3240', '315', '17', '42', '11', '3804', '174', '224', '190', '4133', 'Rawah', 'C8771', '6']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2840', '234', '28', '283', '158', '1718', '162', '251', '215', '1593', 'Commanche', 'C2705', '1']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2900', '289', '10', '277', '-6', '2140', '192', '239', '187', '1224', 'Commanche', 'C7755', '1']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2908', '247', '10', '391', '-67', '1146', '200', '248', '186', '408', 'Commanche', 'C7756', '1']
[2026-03-14T18:30:45.360+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2241', '302', '19', '309', '150', '497', '165', '228', '202', '295', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3280', '105', '20', '127', '37', '3948', '249', '212', '82', '4028', 'Rawah', 'C8772', '6']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2881', '57', '20', '391', '184', '787', '230', '194', '89', '1050', 'Commanche', 'C4758', '1']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2995', '328', '7', '228', '24', '1758', '203', '232', '168', '1731', 'Commanche', 'C7756', '1']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2873', '325', '18', '342', '114', '2521', '174', '219', '183', '1055', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2339', '26', '30', '306', '184', '1134', '192', '163', '91', '1290', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2866', '280', '8', '30', '4', '1693', '198', '241', '183', '1252', 'Commanche', 'C7202', '0']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3031', '72', '4', '247', '51', '1248', '224', '232', '144', '2138', 'Commanche', 'C7756', '0']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2165', '19', '22', '247', '84', '503', '197', '186', '119', '518', 'Cache', 'C2717', '2']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2359', '50', '11', '180', '102', '1583', '225', '215', '123', '834', 'Cache', 'C2703', '2']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2932', '47', '16', '450', '77', '591', '224', '202', '108', '787', 'Commanche', 'C7756', '1']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2835', '284', '14', '30', '12', '1932', '180', '239', '199', '1260', 'Commanche', 'C7202', '4']
[2026-03-14T18:30:45.361+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2964', '43', '10', '127', '21', '1008', '222', '219', '131', '2125', 'Commanche', 'C7756', '1']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3018', '107', '28', '658', '208', '659', '254', '195', '50', '1434', 'Rawah', 'C7745', '0']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2935', '348', '30', '153', '64', '228', '151', '177', '155', '2016', 'Rawah', 'C7746', '0']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2150', '291', '28', '190', '87', '638', '132', '222', '225', '858', 'Cache', 'C4703', '5']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2309', '354', '6', '162', '46', '997', '209', '229', '158', '859', 'Cache', 'C2717', '2']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3229', '161', '13', '420', '75', '1348', '233', '243', '139', '2143', 'Rawah', 'C8772', '0']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2742', '29', '22', '120', '14', '1114', '206', '186', '107', '1974', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2869', '45', '8', '0', '0', '272', '223', '222', '134', '2210', 'Rawah', 'C7202', '1']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2819', '27', '13', '192', '57', '2460', '214', '212', '131', '780', 'Commanche', 'C7700', '0']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3038', '160', '11', '85', '-11', '2257', '231', '242', '141', '3881', 'Rawah', 'C7202', '0']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2113', '301', '22', '95', '54', '966', '154', '225', '209', '300', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3110', '170', '16', '95', '4', '2708', '230', '245', '141', '3376', 'Rawah', 'C7201', '0']
[2026-03-14T18:30:45.362+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2909', '11', '23', '153', '53', '153', '189', '187', '127', '1826', 'Rawah', 'C7746', '0']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3172', '170', '25', '175', '43', '2431', '229', '241', '128', '3294', 'Rawah', 'C7745', '0']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2899', '320', '8', '90', '3', '2040', '199', '233', '173', '649', 'Commanche', 'C7756', '0']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2720', '129', '28', '150', '-31', '408', '252', '211', '67', '408', 'Rawah', 'C7746', '4']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2776', '101', '10', '216', '25', '1867', '236', '227', '121', '541', 'Commanche', 'C7755', '0']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2292', '38', '22', '120', '48', '1289', '213', '185', '97', '514', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3131', '343', '21', '0', '0', '1138', '171', '202', '166', '2614', 'Rawah', 'C7746', '0']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2916', '77', '28', '30', '-2', '547', '241', '175', '44', '1699', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2866', '141', '19', '95', '34', '983', '245', '231', '107', '1959', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3164', '49', '32', '570', '168', '641', '214', '155', '52', '1920', 'Rawah', 'C7746', '6']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3187', '85', '6', '42', '4', '3661', '228', '230', '136', '3133', 'Rawah', 'C7202', '0']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2282', '345', '23', '350', '190', '570', '170', '198', '163', '361', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.363+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2768', '319', '18', '85', '20', '2208', '171', '220', '189', '738', 'Commanche', 'C7755', '1']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3015', '144', '8', '30', '0', '2363', '232', '239', '138', '3995', 'Rawah', 'C7202', '0']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2695', '71', '23', '60', '26', '1559', '238', '189', '71', '1382', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2888', '358', '24', '210', '56', '891', '177', '189', '144', '1905', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2792', '240', '19', '85', '21', '953', '181', '252', '205', '1691', 'Commanche', 'C4758', '0']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2951', '82', '12', '175', '23', '973', '237', '219', '111', '2106', 'Commanche', 'C7756', '1']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2904', '6', '23', '90', '31', '255', '185', '188', '134', '2148', 'Rawah', 'C7746', '0']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2145', '310', '15', '30', '8', '1211', '177', '228', '191', '603', 'Cache', 'C4703', '5']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2410', '337', '15', '474', '211', '1401', '186', '218', '171', '510', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2839', '342', '17', '127', '32', '1489', '184', '213', '167', '1930', 'Commanche', 'C7755', '5']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['1980', '38', '14', '150', '20', '210', '219', '208', '121', '534', 'Cache', 'C2702', '5']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3012', '41', '20', '85', '33', '255', '218', '191', '99', '1571', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.364+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2256', '11', '30', '212', '73', '306', '174', '164', '114', '480', 'Cache', 'C4703', '1']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3070', '297', '20', '488', '-33', '1423', '159', '229', '208', '3087', 'Rawah', 'C7745', '0']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2315', '305', '23', '108', '38', '1165', '150', '221', '208', '1319', 'Cache', 'C4703', '5']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2306', '47', '18', '0', '0', '1282', '223', '197', '102', '1237', 'Cache', 'C4703', '3']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2718', '351', '10', '182', '61', '361', '202', '223', '159', '607', 'Rawah', 'C7746', '1']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2751', '112', '25', '127', '56', '1221', '253', '204', '63', '700', 'Commanche', 'C4758', '1']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2631', '118', '36', '85', '42', '1542', '253', '184', '25', '1087', 'Commanche', 'C4758', '1']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2386', '348', '25', '297', '134', '1189', '166', '192', '158', '1091', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2727', '353', '25', '124', '18', '1224', '168', '187', '150', '1786', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2919', '357', '22', '134', '45', '725', '180', '194', '148', '1347', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2372', '87', '25', '150', '67', '1136', '247', '191', '58', '1250', 'Cache', 'C2717', '5']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2928', '145', '10', '134', '1', '1776', '234', '239', '136', '591', 'Commanche', 'C7756', '1']
[2026-03-14T18:30:45.365+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2861', '45', '11', '360', '164', '960', '223', '217', '127', '987', 'Commanche', 'C4758', '1']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2661', '64', '15', '85', '-2', '1468', '233', '207', '103', '626', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2689', '63', '18', '90', '25', '1747', '233', '202', '94', '285', 'Commanche', 'C7757', '0']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2193', '66', '18', '0', '0', '765', '235', '201', '92', '1036', 'Cache', 'C4703', '3']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2317', '329', '22', '295', '92', '1020', '161', '207', '183', '1290', 'Cache', 'C4703', '5']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2968', '328', '15', '201', '38', '1465', '184', '222', '177', '3254', 'Rawah', 'C7201', '0']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2987', '18', '17', '510', '20', '649', '205', '203', '131', '503', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3027', '126', '18', '598', '222', '618', '247', '225', '98', '1621', 'Rawah', 'C7746', '0']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2998', '6', '17', '175', '7', '228', '197', '206', '143', '1413', 'Commanche', 'C7756', '1']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2193', '240', '34', '67', '41', '685', '136', '244', '228', '680', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2344', '255', '18', '437', '-30', '175', '175', '248', '209', '674', 'Cache', 'C2703', '2']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2797', '342', '15', '234', '47', '2355', '188', '217', '167', '636', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.366+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2924', '153', '5', '175', '31', '2039', '227', '240', '148', '875', 'Commanche', 'C7756', '1']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3185', '85', '8', '182', '23', '3129', '232', '226', '126', '3558', 'Rawah', 'C7201', '0']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2913', '256', '20', '212', '102', '1749', '169', '248', '214', '1154', 'Commanche', 'C7755', '1']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2245', '90', '29', '67', '29', '1597', '249', '181', '39', '256', 'Cache', 'C2704', '2']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2750', '76', '11', '0', '0', '1167', '234', '220', '117', '834', 'Commanche', 'C7755', '1']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2886', '273', '4', '108', '5', '1128', '209', '241', '170', '2219', 'Commanche', 'C7790', '1']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2759', '252', '18', '30', '9', '2059', '177', '249', '209', '828', 'Commanche', 'C7755', '4']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3233', '347', '12', '60', '10', '3577', '197', '221', '161', '4128', 'Rawah', 'C8771', '0']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2606', '337', '13', '30', '7', '1445', '190', '221', '170', '981', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2159', '28', '23', '190', '37', '421', '204', '183', '106', '886', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2138', '3', '12', '0', '0', '976', '204', '217', '150', '636', 'Cache', 'C5101', '2']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2300', '77', '14', '272', '102', '854', '237', '214', '105', '866', 'Cache', 'C2717', '2']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2800', '349', '32', '242', '78', '1123', '145', '169', '150', '1867', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.367+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2853', '92', '29', '42', '20', '977', '250', '182', '39', '1591', 'Commanche', 'C7757', '1']
[2026-03-14T18:30:45.368+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2268', '334', '19', '30', '14', '1159', '173', '211', '176', '391', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.368+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2177', '140', '7', '210', '96', '582', '231', '238', '140', '603', 'Cache', 'C2717', '2']
[2026-03-14T18:30:45.368+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2162', '335', '33', '150', '114', '285', '130', '178', '176', '499', 'Cache', 'C4703', '2']
[2026-03-14T18:30:45.368+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2823', '33', '23', '270', '95', '953', '209', '183', '100', '2089', 'Commanche', 'C7700', '1']
[2026-03-14T18:30:45.368+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2767', '328', '22', '127', '18', '1676', '161', '209', '184', '1595', 'Commanche', 'C4758', '5']
[2026-03-14T18:30:45.368+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3245', '270', '2', '216', '18', '4231', '214', '239', '163', '2348', 'Rawah', 'C8771', '6']
