[2026-03-14T18:54:35.119+0000] {taskinstance.py:1125} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: dag_mlops_full_pipeline.get_api_data manual__2026-03-14T18:54:32.570904+00:00 [queued]>
[2026-03-14T18:54:35.122+0000] {taskinstance.py:1125} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: dag_mlops_full_pipeline.get_api_data manual__2026-03-14T18:54:32.570904+00:00 [queued]>
[2026-03-14T18:54:35.122+0000] {taskinstance.py:1331} INFO - Starting attempt 1 of 1
[2026-03-14T18:54:35.126+0000] {taskinstance.py:1350} INFO - Executing <Task(PythonOperator): get_api_data> on 2026-03-14 18:54:32.570904+00:00
[2026-03-14T18:54:35.129+0000] {standard_task_runner.py:57} INFO - Started process 215 to run task
[2026-03-14T18:54:35.130+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'dag_mlops_full_pipeline', 'get_api_data', 'manual__2026-03-14T18:54:32.570904+00:00', '--job-id', '51', '--raw', '--subdir', 'DAGS_FOLDER/dag2.py', '--cfg-path', '/tmp/tmpa6hr82kz']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2285', '281', '19', '60', '14', '1006', '166', '239', '211', '446', 'Cache', 'C2706', '5']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2729', '39', '25', '124', '26', '1149', '211', '175', '86', '794', 'Commanche', 'C7757', '1']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2741', '65', '15', '0', '0', '1195', '233', '208', '103', '2017', 'Commanche', 'C7102', '0']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2969', '316', '17', '339', '106', '1050', '174', '224', '189', '997', 'Commanche', 'C7757', '1']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3070', '348', '13', '745', '243', '751', '194', '217', '161', '1332', 'Rawah', 'C7746', '1']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2924', '110', '13', '216', '25', '1605', '243', '225', '108', '886', 'Commanche', 'C7756', '1']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2796', '15', '19', '42', '5', '793', '200', '198', '130', '421', 'Commanche', 'C7755', '1']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2171', '353', '23', '60', '13', '1426', '175', '195', '153', '865', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2770', '3', '9', '0', '0', '2282', '208', '223', '152', '792', 'Commanche', 'C7202', '1']
[2026-03-14T18:54:35.221+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2362', '51', '16', '277', '66', '488', '226', '204', '107', '511', 'Cache', 'C2705', '2']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2883', '25', '5', '0', '0', '1784', '218', '229', '148', '1018', 'Commanche', 'C7202', '0']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2914', '328', '12', '85', '7', '1065', '190', '226', '175', '2942', 'Rawah', 'C7202', '0']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2319', '216', '18', '319', '62', '830', '199', '254', '186', '671', 'Cache', 'C2717', '2']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2877', '340', '34', '120', '76', '150', '130', '171', '167', '815', 'Rawah', 'C7746', '0']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2964', '6', '17', '30', '8', '313', '197', '206', '143', '1397', 'Commanche', 'C7700', '1']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3296', '357', '12', '134', '13', '2073', '201', '218', '155', '2743', 'Rawah', 'C8772', '6']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3009', '6', '5', '616', '121', '2584', '214', '230', '154', '1711', 'Commanche', 'C7756', '1']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3301', '227', '32', '404', '178', '3148', '159', '249', '211', '3055', 'Rawah', 'C7745', '0']
[2026-03-14T18:54:35.222+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2880', '155', '16', '190', '57', '2151', '237', '240', '128', '934', 'Commanche', 'C7756', '4']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3229', '183', '34', '379', '106', '2654', '208', '239', '137', '3141', 'Rawah', 'C7745', '1']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3162', '26', '13', '30', '2', '3031', '213', '211', '132', '3495', 'Rawah', 'C7202', '0']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2962', '83', '18', '108', '27', '1559', '242', '206', '88', '3434', 'Rawah', 'C7745', '0']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2789', '122', '20', '85', '23', '2094', '250', '220', '89', '1149', 'Commanche', 'C4758', '4']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2902', '218', '14', '371', '38', '2059', '204', '252', '182', '812', 'Commanche', 'C7755', '1']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3025', '64', '21', '636', '193', '660', '234', '193', '82', '914', 'Rawah', 'C7745', '1']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2292', '108', '22', '30', '9', '1148', '251', '208', '73', '1158', 'Cache', 'C2705', '5']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2103', '312', '14', '272', '58', '283', '183', '229', '187', '807', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.223+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2314', '20', '28', '42', '18', '1380', '187', '169', '105', '845', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2366', '312', '28', '256', '159', '1291', '134', '207', '207', '908', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2214', '312', '21', '228', '182', '402', '158', '219', '199', '192', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3047', '337', '16', '638', '224', '658', '182', '215', '171', '1333', 'Rawah', 'C7746', '1']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2870', '167', '17', '90', '15', '361', '231', '244', '138', '1074', 'Commanche', 'C4758', '4']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2638', '105', '13', '150', '24', '170', '242', '223', '108', '671', 'Rawah', 'C7746', '1']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2712', '294', '10', '30', '7', '1575', '192', '238', '186', '1026', 'Commanche', 'C7202', '4']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2908', '345', '19', '0', '0', '524', '179', '206', '163', '1752', 'Commanche', 'C7700', '1']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2858', '209', '20', '180', '89', '1729', '201', '254', '181', '1399', 'Commanche', 'C7757', '1']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2921', '119', '38', '480', '144', '882', '252', '179', '17', '658', 'Rawah', 'C7746', '1']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3265', '204', '6', '350', '64', '3585', '217', '246', '165', '2832', 'Rawah', 'C7202', '0']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2880', '348', '29', '182', '66', '2574', '154', '181', '156', '858', 'Commanche', 'C7757', '1']
[2026-03-14T18:54:35.224+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2959', '321', '12', '30', '8', '1667', '189', '228', '179', '1484', 'Commanche', 'C7101', '1']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2683', '127', '28', '150', '-55', '300', '253', '208', '62', '513', 'Rawah', 'C7746', '1']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2832', '117', '8', '175', '76', '1340', '235', '232', '129', '1590', 'Commanche', 'C7757', '1']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2693', '287', '13', '85', '-6', '1714', '183', '239', '196', '648', 'Commanche', 'C7755', '1']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2245', '309', '23', '150', '93', '591', '151', '218', '204', '1549', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2303', '304', '24', '395', '219', '1342', '147', '219', '210', '853', 'Cache', 'C2717', '2']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2297', '356', '24', '212', '101', '685', '175', '190', '147', '469', 'Cache', 'C2717', '5']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2297', '319', '21', '319', '127', '649', '161', '216', '193', '470', 'Cache', 'C2717', '2']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2640', '4', '4', '0', '0', '1500', '215', '232', '155', '666', 'Commanche', 'C7757', '0']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2910', '358', '25', '108', '42', '162', '174', '186', '143', '1972', 'Rawah', 'C7746', '0']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3032', '53', '2', '283', '52', '1209', '221', '234', '150', '2065', 'Commanche', 'C7756', '0']
[2026-03-14T18:54:35.225+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2252', '305', '49', '85', '62', '1421', '46', '159', '225', '1047', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2947', '73', '16', '553', '120', '1200', '237', '207', '96', '582', 'Rawah', 'C7745', '0']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2919', '343', '19', '190', '46', '624', '180', '208', '166', '1664', 'Commanche', 'C7700', '1']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3113', '84', '30', '750', '8', '815', '246', '174', '36', '1771', 'Rawah', 'C7746', '1']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2261', '349', '17', '324', '95', '1214', '187', '211', '160', '703', 'Cache', 'C2717', '2']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3248', '350', '16', '108', '15', '3691', '190', '212', '159', '4082', 'Rawah', 'C8771', '0']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3022', '59', '11', '745', '195', '1383', '228', '216', '119', '793', 'Rawah', 'C7745', '0']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3024', '338', '12', '210', '43', '1107', '194', '223', '168', '1758', 'Commanche', 'C7755', '1']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2952', '27', '7', '124', '6', '1719', '217', '224', '143', '2089', 'Commanche', 'C7756', '1']
[2026-03-14T18:54:35.226+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2301', '263', '15', '330', '39', '162', '183', '246', '202', '365', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2227', '44', '32', '127', '11', '513', '210', '154', '58', '997', 'Cache', 'C4703', '5']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3038', '357', '9', '212', '51', '939', '207', '225', '156', '1868', 'Commanche', 'C7756', '1']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2795', '34', '16', '175', '40', '1189', '216', '204', '119', '882', 'Commanche', 'C7710', '0']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2309', '5', '20', '67', '9', '755', '191', '198', '141', '594', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2038', '336', '38', '127', '98', '150', '113', '161', '171', '642', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3188', '19', '19', '85', '0', '3254', '202', '195', '124', '3895', 'Rawah', 'C7202', '0']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2027', '14', '20', '30', '9', '488', '197', '194', '128', '518', 'Cache', 'C4703', '3']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2293', '317', '24', '175', '63', '1560', '151', '211', '197', '750', 'Cache', 'C2717', '5']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2974', '218', '11', '277', '79', '513', '208', '250', '177', '1535', 'Commanche', 'C7756', '1']
[2026-03-14T18:54:35.227+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2334', '352', '23', '404', '218', '1073', '174', '194', '154', '1289', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2888', '158', '4', '268', '60', '1381', '225', '240', '150', '2044', 'Commanche', 'C7790', '1']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2347', '267', '25', '400', '53', '1214', '149', '241', '226', '760', 'Cache', 'C2717', '3']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2843', '342', '15', '190', '40', '2603', '188', '217', '167', '1040', 'Commanche', 'C7755', '1']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3157', '128', '37', '713', '276', '1045', '251', '190', '31', '2599', 'Rawah', 'C7745', '0']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3102', '346', '6', '30', '5', '912', '209', '231', '160', '2536', 'Rawah', 'C7746', '0']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2917', '228', '7', '150', '-3', '2044', '210', '246', '173', '1718', 'Commanche', 'C7202', '0']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2320', '19', '28', '268', '50', '883', '188', '170', '107', '268', 'Cache', 'C2717', '2']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2929', '33', '18', '272', '74', '1499', '214', '199', '115', '824', 'Commanche', 'C7755', '1']
[2026-03-14T18:54:35.228+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3365', '157', '23', '771', '17', '1473', '239', '236', '115', '2962', 'Rawah', 'C8772', '0']
[2026-03-14T18:54:35.229+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2327', '270', '28', '408', '33', '1237', '137', '236', '232', '789', 'Cache', 'C2717', '3']
[2026-03-14T18:54:35.229+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2901', '27', '18', '42', '-1', '379', '209', '198', '119', '2313', 'Rawah', 'C7745', '1']
[2026-03-14T18:54:35.229+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3045', '18', '15', '300', '12', '570', '207', '206', '133', '738', 'Commanche', 'C7755', '1']
[2026-03-14T18:54:35.229+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2374', '319', '27', '391', '175', '1392', '139', '203', '198', '454', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.229+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3066', '74', '13', '690', '-108', '1209', '235', '215', '109', '871', 'Rawah', 'C7745', '0']
[2026-03-14T18:54:35.229+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2181', '311', '23', '60', '23', '1302', '152', '217', '202', '641', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.229+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2863', '348', '21', '108', '28', '1206', '176', '200', '159', '1826', 'Commanche', 'C7700', '0']
[2026-03-14T18:54:35.229+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2142', '15', '28', '108', '20', '297', '184', '171', '113', '757', 'Cache', 'C4703', '5']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2298', '334', '17', '60', '13', '150', '178', '215', '175', '933', 'Cache', 'C4703', '1']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2114', '358', '37', '180', '92', '258', '140', '149', '128', '190', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['1922', '257', '26', '0', '0', '210', '151', '245', '226', '743', 'Cache', 'C2702', '5']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3004', '155', '28', '297', '33', '552', '239', '229', '99', '1530', 'Rawah', 'C7746', '1']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3272', '248', '9', '360', '96', '3525', '200', '247', '185', '2868', 'Rawah', 'C7202', '0']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2130', '356', '18', '182', '66', '430', '188', '204', '151', '443', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3327', '320', '21', '85', '-5', '4261', '160', '214', '192', '4014', 'Rawah', 'C8771', '6']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2985', '339', '14', '309', '61', '1337', '190', '219', '168', '3104', 'Rawah', 'C7201', '0']
[2026-03-14T18:54:35.230+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3117', '70', '11', '240', '-57', '1421', '232', '218', '117', '1332', 'Rawah', 'C7745', '0']
[2026-03-14T18:54:35.231+0000] {logging_mixin.py:149} INFO - Insertando fila: ['3256', '108', '15', '690', '-49', '1466', '245', '221', '101', '2412', 'Rawah', 'C8771', '0']
[2026-03-14T18:54:35.231+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2242', '317', '23', '210', '130', '782', '154', '214', '197', '300', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.231+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2334', '310', '12', '277', '-11', '95', '188', '232', '184', '691', 'Cache', 'C2703', '1']
[2026-03-14T18:54:35.231+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2324', '0', '16', '467', '144', '1190', '195', '209', '150', '1222', 'Cache', 'C2717', '2']
[2026-03-14T18:54:35.231+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2931', '115', '12', '67', '7', '1468', '241', '227', '114', '2537', 'Commanche', 'C7757', '0']
[2026-03-14T18:54:35.231+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2412', '306', '23', '42', '11', '815', '151', '220', '206', '1455', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.231+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2259', '318', '22', '190', '106', '1068', '158', '215', '195', '711', 'Cache', 'C2717', '2']
[2026-03-14T18:54:35.231+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2362', '76', '15', '212', '71', '424', '237', '211', '101', '481', 'Cache', 'C2705', '2']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2278', '305', '39', '170', '91', '1199', '87', '187', '224', '450', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2522', '272', '30', '30', '16', '997', '126', '232', '237', '1337', 'Commanche', 'C7710', '1']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2309', '148', '21', '210', '111', '924', '243', '233', '110', '858', 'Cache', 'C2717', '2']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2757', '294', '32', '301', '109', '993', '113', '212', '229', '1489', 'Commanche', 'C7710', '1']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2835', '50', '8', '0', '0', '1170', '224', '222', '132', '2372', 'Commanche', 'C7102', '0']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2933', '278', '2', '30', '6', '2096', '214', '239', '162', '1748', 'Commanche', 'C7202', '1']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2143', '35', '38', '335', '92', '426', '186', '130', '51', '418', 'Cache', 'C4703', '2']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2685', '332', '24', '90', '43', '1608', '157', '202', '180', '1226', 'Commanche', 'C7757', '1']
[2026-03-14T18:54:35.232+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2888', '181', '11', '67', '4', '242', '224', '247', '155', '993', 'Commanche', 'C7757', '4']
[2026-03-14T18:54:35.233+0000] {logging_mixin.py:149} INFO - Insertando fila: ['2737', '151', '35', '60', '17', '1315', '239', '215', '73', '1797', 'Commanche', 'C4758', '1']
